"SID","LocalPath","LocalComputerName","LocalUsername","JumpCloudUserName"
"S-1-12-1-1613233409-1184815723-3341140611-68966632","C:\Users\JosephCunninghamOOON","LAPTOP-F3897JB2","AzureAD\JosephCunninghamOOON","jgc"
